game_name,personality,intensity,pair_payoff_mean,agent_1_payoff_mean,agent_1_state_mean,negative_state_share,game_metric_value_mean
Prisoners Dilemma,pessimistic,neutral,905.25,448.5833333333333,-1.0655818911513741,0.9999166666666667,0.26475
Prisoners Dilemma,neutral,low,903.6333333333332,445.7333333333333,-1.1182481132618352,0.99925,0.2664166666666667
Prisoners Dilemma,pessimistic,low,902.8166666666666,448.7,-1.127383843663976,1.0,0.26208333333333333
Prisoners Dilemma,optimistic,neutral,899.5666666666667,447.20000000000005,-0.9729559549604169,0.9958333333333332,0.25433333333333336
Prisoners Dilemma,optimistic,low,899.1166666666667,448.34999999999997,-1.053866838695039,0.9988333333333334,0.25708333333333333
Prisoners Dilemma,optimistic,high,898.25,445.75,-0.9698700563409698,0.995,0.256
Prisoners Dilemma,neutral,high,896.3833333333333,451.06666666666666,-1.0187293712233374,0.99825,0.23916666666666667
Prisoners Dilemma,pessimistic,high,895.3833333333333,453.23333333333335,-1.0237226196944202,0.99925,0.24916666666666668
Prisoners Dilemma,neutral,neutral,891.9500000000002,450.6833333333334,-1.0523306790614717,0.9989166666666667,0.24650000000000002
