scenario_name,game_name,run_profile,model_mode,condition_label,episodes_n,pair_total_payoff_mean,agent_1_payoff_mean,agent_2_payoff_mean,agent_1_mean_overall_state,agent_2_mean_overall_state,agent_1_negative_state_share,agent_2_negative_state_share,game_metric_name,game_metric_value,interpretation_guardrail
S2,Prisoners Dilemma,paper,reported_runs_compat,hybrid-neutral-neutral__vs__fixed-always_cooperate,20,1200.0,600.0,600.0,0.24059729113124453,0.24059729113124453,0.0,0.0,mutual cooperation rate,1.0,Descriptive result only. reported_runs_compat diagnostics reproduce v11 status boundaries; integrated_model results are new architecture outputs.
S2,Prisoners Dilemma,paper,reported_runs_compat,hybrid-neutral-neutral__vs__fixed-always_defect,20,409.0,197.0,212.0,-0.6291093923079399,-0.5962267386862736,1.0,0.97,mutual cooperation rate,0.0,Descriptive result only. reported_runs_compat diagnostics reproduce v11 status boundaries; integrated_model results are new architecture outputs.
S2,Prisoners Dilemma,paper,reported_runs_compat,hybrid-neutral-neutral__vs__fixed-tit_for_tat,20,1200.0,600.0,600.0,0.24059729113124453,0.24059729113124453,0.0,0.0,mutual cooperation rate,1.0,Descriptive result only. reported_runs_compat diagnostics reproduce v11 status boundaries; integrated_model results are new architecture outputs.
S2,Prisoners Dilemma,paper,reported_runs_compat,emotional-neutral-neutral__vs__fixed-always_cooperate,20,1200.0,600.0,600.0,0.24059729113124453,0.24059729113124453,0.0,0.0,mutual cooperation rate,1.0,Descriptive result only. reported_runs_compat diagnostics reproduce v11 status boundaries; integrated_model results are new architecture outputs.
S2,Prisoners Dilemma,paper,reported_runs_compat,emotional-neutral-neutral__vs__fixed-always_defect,20,415.0,195.0,220.0,-0.6329571129609495,-0.5780051793583433,1.0,0.95,mutual cooperation rate,0.0,Descriptive result only. reported_runs_compat diagnostics reproduce v11 status boundaries; integrated_model results are new architecture outputs.
S2,Prisoners Dilemma,paper,reported_runs_compat,emotional-neutral-neutral__vs__fixed-tit_for_tat,20,1200.0,600.0,600.0,0.24059729113124453,0.24059729113124453,0.0,0.0,mutual cooperation rate,1.0,Descriptive result only. reported_runs_compat diagnostics reproduce v11 status boundaries; integrated_model results are new architecture outputs.
S2,Prisoners Dilemma,paper,reported_runs_compat,rational__vs__fixed-always_cooperate,20,1000.0,1000.0,0.0,0.7323522749348269,-0.7323522749348269,0.0,1.0,mutual cooperation rate,0.0,Descriptive result only. reported_runs_compat diagnostics reproduce v11 status boundaries; integrated_model results are new architecture outputs.
S2,Prisoners Dilemma,paper,reported_runs_compat,rational__vs__fixed-always_defect,20,400.0,200.0,200.0,-0.6228399686098542,-0.6228399686098542,1.0,1.0,mutual cooperation rate,0.0,Descriptive result only. reported_runs_compat diagnostics reproduce v11 status boundaries; integrated_model results are new architecture outputs.
S2,Prisoners Dilemma,paper,reported_runs_compat,rational__vs__fixed-tit_for_tat,20,403.0,204.0,199.0,-0.6140897775425893,-0.6249801626854559,0.99,1.0,mutual cooperation rate,0.0,Descriptive result only. reported_runs_compat diagnostics reproduce v11 status boundaries; integrated_model results are new architecture outputs.
S2,Battle of Sexes,paper,reported_runs_compat,hybrid-neutral-neutral__vs__fixed-always_cooperate,20,1000.0,600.0,400.0,0.24059729113124453,-0.2405972911312447,0.0,1.0,agreement rate,1.0,Descriptive result only. reported_runs_compat diagnostics reproduce v11 status boundaries; integrated_model results are new architecture outputs.
S2,Battle of Sexes,paper,reported_runs_compat,hybrid-neutral-neutral__vs__fixed-always_defect,20,0.0,0.0,0.0,-0.7323522749348269,-0.7323522749348269,1.0,1.0,agreement rate,0.0,Descriptive result only. reported_runs_compat diagnostics reproduce v11 status boundaries; integrated_model results are new architecture outputs.
S2,Battle of Sexes,paper,reported_runs_compat,hybrid-neutral-neutral__vs__fixed-tit_for_tat,20,1000.0,600.0,400.0,0.24059729113124453,-0.2405972911312447,0.0,1.0,agreement rate,1.0,Descriptive result only. reported_runs_compat diagnostics reproduce v11 status boundaries; integrated_model results are new architecture outputs.
S2,Battle of Sexes,paper,reported_runs_compat,emotional-neutral-neutral__vs__fixed-always_cooperate,20,627.25,376.35,250.9,-0.12583534458488277,-0.4257725780062244,0.3855,1.0,agreement rate,0.62725,Descriptive result only. reported_runs_compat diagnostics reproduce v11 status boundaries; integrated_model results are new architecture outputs.
S2,Battle of Sexes,paper,reported_runs_compat,emotional-neutral-neutral__vs__fixed-always_defect,20,206.5,82.6,123.9,-0.6333747621920869,-0.5379498701138428,1.0,0.80975,agreement rate,0.2065,Descriptive result only. reported_runs_compat diagnostics reproduce v11 status boundaries; integrated_model results are new architecture outputs.
S2,Battle of Sexes,paper,reported_runs_compat,emotional-neutral-neutral__vs__fixed-tit_for_tat,20,961.0,527.4,433.6,0.06602436957921796,-0.15647437573592105,0.32025,0.77725,agreement rate,0.961,Descriptive result only. reported_runs_compat diagnostics reproduce v11 status boundaries; integrated_model results are new architecture outputs.
S2,Battle of Sexes,paper,reported_runs_compat,rational__vs__fixed-always_cooperate,20,1000.0,600.0,400.0,0.24059729113124453,-0.2405972911312447,0.0,1.0,agreement rate,1.0,Descriptive result only. reported_runs_compat diagnostics reproduce v11 status boundaries; integrated_model results are new architecture outputs.
S2,Battle of Sexes,paper,reported_runs_compat,rational__vs__fixed-always_defect,20,0.0,0.0,0.0,-0.7323522749348269,-0.7323522749348269,1.0,1.0,agreement rate,0.0,Descriptive result only. reported_runs_compat diagnostics reproduce v11 status boundaries; integrated_model results are new architecture outputs.
S2,Battle of Sexes,paper,reported_runs_compat,rational__vs__fixed-tit_for_tat,20,1000.0,600.0,400.0,0.24059729113124453,-0.2405972911312447,0.0,1.0,agreement rate,1.0,Descriptive result only. reported_runs_compat diagnostics reproduce v11 status boundaries; integrated_model results are new architecture outputs.
S2,Ultimatum Game,paper,reported_runs_compat,hybrid-neutral-neutral__vs__fixed-always_cooperate,20,2000.0,1000.0,1000.0,0.0,0.0,0.0,0.0,acceptance rate / mean offer,1.0 / 5.0,Descriptive result only. reported_runs_compat diagnostics reproduce v11 status boundaries; integrated_model results are new architecture outputs.
S2,Ultimatum Game,paper,reported_runs_compat,hybrid-neutral-neutral__vs__fixed-always_defect,20,0.0,0.0,0.0,-0.7323522749348269,-0.7323522749348269,1.0,1.0,acceptance rate / mean offer,0.0 / 5.0,Descriptive result only. reported_runs_compat diagnostics reproduce v11 status boundaries; integrated_model results are new architecture outputs.
S2,Ultimatum Game,paper,reported_runs_compat,hybrid-neutral-neutral__vs__fixed-tit_for_tat,20,2000.0,1000.0,1000.0,0.0,0.0,0.0,0.0,acceptance rate / mean offer,1.0 / 5.0,Descriptive result only. reported_runs_compat diagnostics reproduce v11 status boundaries; integrated_model results are new architecture outputs.
S2,Ultimatum Game,paper,reported_runs_compat,emotional-neutral-neutral__vs__fixed-always_cooperate,20,2000.0,1000.0,1000.0,0.0,0.0,0.0,0.0,acceptance rate / mean offer,1.0 / 5.0,Descriptive result only. reported_runs_compat diagnostics reproduce v11 status boundaries; integrated_model results are new architecture outputs.
S2,Ultimatum Game,paper,reported_runs_compat,emotional-neutral-neutral__vs__fixed-always_defect,20,0.0,0.0,0.0,-0.7323522749348269,-0.7323522749348269,1.0,1.0,acceptance rate / mean offer,0.0 / 4.055,Descriptive result only. reported_runs_compat diagnostics reproduce v11 status boundaries; integrated_model results are new architecture outputs.
S2,Ultimatum Game,paper,reported_runs_compat,emotional-neutral-neutral__vs__fixed-tit_for_tat,20,2000.0,1000.0,1000.0,0.0,0.0,0.0,0.0,acceptance rate / mean offer,1.0 / 5.0,Descriptive result only. reported_runs_compat diagnostics reproduce v11 status boundaries; integrated_model results are new architecture outputs.
S2,Ultimatum Game,paper,reported_runs_compat,rational__vs__fixed-always_cooperate,20,2000.0,1200.0,800.0,0.24059729113124453,-0.2405972911312447,0.0,1.0,acceptance rate / mean offer,1.0 / 4.0,Descriptive result only. reported_runs_compat diagnostics reproduce v11 status boundaries; integrated_model results are new architecture outputs.
S2,Ultimatum Game,paper,reported_runs_compat,rational__vs__fixed-always_defect,20,0.0,0.0,0.0,-0.7323522749348269,-0.7323522749348269,1.0,1.0,acceptance rate / mean offer,0.0 / 4.0,Descriptive result only. reported_runs_compat diagnostics reproduce v11 status boundaries; integrated_model results are new architecture outputs.
S2,Ultimatum Game,paper,reported_runs_compat,rational__vs__fixed-tit_for_tat,20,2000.0,1200.0,800.0,0.24059729113124453,-0.2405972911312447,0.0,1.0,acceptance rate / mean offer,1.0 / 4.0,Descriptive result only. reported_runs_compat diagnostics reproduce v11 status boundaries; integrated_model results are new architecture outputs.
